iletisim.txt,ayse.kaya@freelancer.net
iletisim.txt,can.yilmaz@sirketadi.com
iletisim.txt,mehmet.oz@akademi.edu.tr
iletisim.txt,denemehesabi@gmail.com
iletisim.txt,info@projeadi.org
log.txt,can.yilmaz@sirketadi.com
log.txt,mehmet.oz@akademi.edu.tr
log.txt,deniz.aksoy@ajans.com
log.txt,cem.demir@yonetim.com
log.txt,info@eski-proje.org
mail.txt,can.yilmaz@sirketadi.com
mail.txt,ayse.kaya@freelancer.net
mail.txt,mehmet.oz@akademi.edu.tr
mail.txt,denemehesabi@gmail.com
mail.txt,info@projeadi.org
düz_metin.txt,ayse.kaya@freelancer.net
düz_metin.txt,ali.veli@teknoloji.net
düz_metin.txt,finans@muhasebe.org
düz_metin.txt,can.yilmaz@sirketadi.com
ekip_liste.txt,deniz.aksoy@ajans.com
ekip_liste.txt,ali.veli@teknoloji.net
ekip_liste.txt,cem.demir@yonetim.com
ekip_liste.txt,finans@muhasebe.org
